[161.80960912937326, 168.76173090900517, 58.50901024237395, 67.29993712888366, 170.53592644835152, 171.42528060876234, 154.16684560057013, 167.31692515329442]
[158.389012453544, 167.61154584272433, 57.261577127263465, 67.19297413681576, 171.2296498776288, 171.26092703545294, 156.44572186222817, 168.56197826442204]
[157.4620430419812, 167.08450156972796, 56.95610262135034, 66.79663276209615, 171.4997189403193, 171.35923012899403, 157.54032026689222, 168.9945748701455]
[156.6916341614324, 166.80629319567524, 56.413129445902314, 66.73738742378507, 171.6434493748921, 171.2255796165704, 158.32997370220806, 169.88783278003135]
[155.46812825489545, 166.23388180275566, 55.77375132297291, 66.71798945519554, 171.75941232882295, 170.94040658754378, 158.62369709009602, 169.9097181557566]
[155.3764591170404, 166.01484641317015, 55.73363834500678, 66.55150612630906, 171.82999627157432, 170.93550241392336, 158.89479080606623, 169.69925202305652]
[155.45119470432005, 165.933023397447, 55.810602245478904, 66.49544280361512, 171.82169801549705, 170.84801964327227, 159.05332253429808, 169.48249820083169]
[154.31968905257125, 165.41212187213645, 55.433069115068434, 66.38782668476925, 171.50908249402312, 170.55399991445245, 158.90801821857914, 169.0250571298913]
[153.5631986495424, 165.038896521318, 55.13466999184855, 65.95817991385564, 171.5156007895348, 171.03984967293192, 159.1142231811421, 168.99653346102733]
[153.0812110275169, 164.66293212631342, 54.83112068161789, 65.64134994836672, 171.79336837302137, 171.31811095589464, 159.4310600631016, 169.0515198868864]
[153.17898901082236, 164.5043771954141, 54.71019214955285, 65.53489156190452, 171.92828000867405, 171.42889514016133, 159.86071742111577, 168.880226225425]
[152.8293260365582, 164.43149066234037, 54.20567220873152, 65.46582508658682, 172.29117438122304, 171.63825257374862, 159.84356242572073, 168.80385347583874]
[153.03302495491937, 164.32678595963247, 54.01521881893115, 65.39286068349907, 172.5803440954862, 172.06335112471672, 159.60638159875336, 168.55192673108928]
[153.34496731809915, 164.31383972535022, 53.807502809856324, 65.35786222151327, 173.02854538369945, 172.57432786895032, 159.30549038711004, 168.8828761902025]
[153.99610293419087, 164.34242136756228, 53.85377958083764, 65.17552367675249, 173.37539381139715, 173.07041936640314, 159.18694527159357, 168.78292191242713]
[155.47165973967714, 164.54362825574069, 54.452461831931096, 65.25551371130139, 173.4980006717772, 173.23270335090686, 159.16828025223612, 168.8407635790894]
[155.98138694447675, 164.6008280192998, 54.66413803938782, 65.25659429766448, 173.6208298323469, 173.41161986662723, 159.2576553072079, 169.0109045927326]
